trading_date,selected_symbols,selected_count,daily_return,benchmark_return,avg_buy_probability,daily_cost_rate,daily_return_net,cumulative_return,cumulative_return_net,benchmark_cumulative_return
2024-11-12,"VOS,HAG",2,-0.030023745562697823,-0.037170310560027946,0.3729286193847656,0.004,-0.03402374556269783,-0.06190296413332186,-0.06963540523770295,-0.10261307146545695
2024-11-13,VOS,1,-0.10102301790281332,-0.030221168075262293,0.36641255021095276,0.004,-0.10502301790281332,-0.1566723577822574,-0.16734510272956737,-0.12973315266124275
2024-11-14,,0,0.0,-0.007157973111673767,0.0,0.0,0.0,-0.1566723577822574,-0.16734510272956737,-0.1359624993544747
2024-11-15,"VOS,ITD",2,-0.0385931309761402,0.0031574167388333575,0.35982927680015564,0.004,-0.0425931309761402,-0.18921901193416635,-0.2028104818269315,-0.13323437288695683
2024-11-18,"ANT,CSM,VOS",3,-0.013640112786863426,0.007077565478845202,0.40909019112586975,0.004,-0.017640112786863428,-0.20027815605682886,-0.21687299484000977,-0.12709978240625186
2024-11-19,"VOS,CTR",2,0.01859819592220119,0.026822658036720907,0.39818650484085083,0.004,0.014598195922201188,-0.18540477251990972,-0.20544075338671752,-0.10368627836955535
2024-11-20,,0,0.0,0.01845231813974204,0.0,0.0,0.0,-0.18540477251990972,-0.20544075338671752,-0.08714721242501422
2024-11-21,VOS,1,0.016358463726884764,0.012621170318740235,0.37324759364128113,0.004,0.012358463726884764,-0.1720792460390832,-0.19562122175858643,-0.0756259419170936
2024-11-22,"CSM,VOS",2,0.05792583606075008,0.024696506803032696,0.3937523365020752,0.004,0.053925836060750076,-0.12412124417385062,-0.15224442363239366,-0.052797131703102185
2024-11-25,"VOS,CSM",2,0.03455422036410083,0.014603526465821293,0.36362719535827637,0.004,0.03055422036410083,-0.09385593663279945,-0.12634191293716246,-0.03896462954742663
2024-11-26,"NHA,CSM,VOS",3,0.02172333589776169,0.010813496536598495,0.399831622838974,0.004,0.01772333589776169,-0.07417146477251102,-0.11085777720035184,-0.028572476897489096
2024-11-27,"CSM,VOS",2,0.022064454388939114,0.00436980818572341,0.3713557720184326,0.004,0.018064454388939114,-0.053743563285005624,-0.09479590807130756,-0.024327524955198854
2024-11-28,"CSM,NHA,DBD",3,0.044140818340778876,0.025575489403258458,0.390954852104187,0.004,0.04014081834077887,-0.01197502980817644,-0.05846027505586826,0.000625776091360386
2024-11-29,"DBD,VOS,NHA,MIG",4,0.04922688255591573,0.01822388012025401,0.38399186730384827,0.004,0.045226882555915726,0.03666235936176854,-0.015877368494090827,0.018861060280085606
2024-12-02,CSM,1,0.06025934401220456,0.02593478066477317,0.37384283542633057,0.004,0.05625934401220456,0.09913095309905295,0.0394887251819962,0.045284998406327936
2024-12-03,"IMP,CSM,VOS,NHA",4,0.02899878957985072,0.020889722714926135,0.38023489713668823,0.004,0.02499878957985072,0.1310044203286731,0.06547468509344823,0.06712071218110816
2024-12-04,"NHA,VOS,CSM",3,0.03889008451177519,0.030392220030733868,0.3681677281856537,0.004,0.03489008451177519,0.17498927781844653,0.10264918690151581,0.09955287966506976
2024-12-05,"NHA,L14,ANV,CSM,VCI",5,0.03848300084785208,0.008221439965077114,0.3891807794570923,0.004,0.03448300084785208,0.22020639119295082,0.1406718397483242,0.10859278765366365
2024-12-06,"CSV,VDS,CSM,VOS",4,0.009785771424900142,0.002075077506387439,0.4101223051548004,0.004,0.005785771424900141,0.23214705202836727,0.14727150628392827,0.11089320361106703
2024-12-09,"VOS,NHA,CSM,CTI,TDC",5,-0.004552296569165804,-0.006111931530380308,0.3749934136867523,0.004,-0.008552296569165804,0.2265379532307108,0.1374597001168345,0.10410350041303151
2024-12-10,"VDS,NHA,CSM",3,0.0055169373583695185,-0.0027584028019196857,0.3666597604751587,0.004,0.0015169373583695184,0.23330468628634726,0.13918515522958153,0.10105793822388298
2024-12-11,"AVG,VDS,HAG",3,0.048147432456611274,0.004714971561582546,0.3732137978076935,0.004,0.04414743245661128,0.2926851403677415,0.18947725492565382,0.10624939509026343
2024-12-12,"VOS,VDS",2,0.0055274565948086885,-0.008928456729506474,0.3664582371711731,0.004,0.0015274565948086884,0.29983040137187844,0.19129412980306504,0.09637229523415725
2024-12-13,CSM,1,0.028591851322373074,0.007387819541282144,0.355358362197876,0.004,0.024591851322373074,0.33699495895220366,0.2205902579243979,0.10447209590140849
2024-12-16,,0,0.0,0.016411603445302396,0.0,0.0,0.0,0.33699495895220366,0.2205902579243979,0.12259825395574442
2024-12-17,CSM,1,0.1225806451612903,0.01552343381120689,0.3622026741504669,0.004,0.1185806451612903,0.5008846635979576,0.3653286381866587,0.14002483364760288
2024-12-18,NHA,1,-0.030603448275862144,0.013984152843595462,0.3675318956375122,0.004,-0.03460344827586215,0.4549524174275028,0.31808355927561327,0.1559671151668256
2024-12-19,CSM,1,0.08628005657708626,0.01928235916559354,0.3550456166267395,0.004,0.08228005657708626,0.5804857943201163,0.426535549106138,0.17825688826508723
2024-12-20,VOS,1,0.03316326530612246,0.011569739734428222,0.3689475357532501,0.004,0.029163265306122458,0.6328998640297119,0.4681379837933355,0.1918890138026117
2024-12-23,"CSM,TTN",2,0.009976112155388461,-0.0015693537694473857,0.39593708515167236,0.004,0.005976112155388461,0.649189856211791,0.4769117410440704,0.19001851828603766
2024-12-24,"GEE,TTN",2,0.022406115221431322,-0.0064871579895323895,0.3739672303199768,0.004,0.018406115221431322,0.686141794152088,0.5040959487216126,0.18229868014744688
2024-12-25,,0,0.0,-0.006262659244720445,0.0,0.0,0.0,0.686141794152088,0.5040959487216126,0.17489434638820067
2024-12-26,"SBB,FCN",2,-0.045038588230827015,-0.02090451391016752,0.4248102903366089,0.004,-0.04903858823082702,0.6102003481864842,0.43033720683259813,0.15033375118115133
2024-12-27,TTN,1,0.0775119617224882,-0.029699820445075287,0.3580135405063629,0.004,0.0735119617224882,0.735010135940652,0.5354841008315268,0.11616904531916128
2024-12-30,TTN,1,0.078125,-0.030268750005836124,0.3606719672679901,0.004,0.074125,0.8705578028110155,0.6493018598056637,0.08238400352214281
2024-12-31,TTN,1,0.046973803071364006,-0.022271781563111426,0.3619292080402374,0.004,0.042973803071364,0.9584250166738635,0.7201786331341866,0.058277383428291696
2025-01-02,CSV,1,-0.06324371970030862,-0.032669208545344976,0.35127732157707214,0.004,-0.06724371970030862,0.8345669338652695,0.6045074232932512,0.02370429889025094
