time,open,high,low,close,volume,symbol,target_date
2026-05-19 07:00:00,12.7,12.7,12.7,12.7,200,ABR,2026-05-19
2026-05-19 07:00:00,55.5,55.6,55.3,55.6,1600,ABT,2026-05-19
2026-05-19 07:00:00,23.0,23.1,22.8,22.8,15520700,ACB,2026-05-19
2026-05-19 07:00:00,12.7,13.0,12.25,12.85,2400,ACC,2026-05-19
2026-05-19 07:00:00,13.4,13.4,12.6,13.25,2800,ACL,2026-05-19
2026-05-19 07:00:00,45.2,46.2,44.7,45.4,1790000,ACV,2026-05-19
2026-05-19 07:00:00,10.3,10.3,9.7,10.15,69200,AFX,2026-05-19
2026-05-19 07:00:00,11.95,12.0,11.85,11.9,110300,AGG,2026-05-19
2026-05-19 07:00:00,37.0,37.1,37.0,37.0,700,AGP,2026-05-19
2026-05-19 07:00:00,233.6,233.6,232.0,233.0,2300,AGX,2026-05-19
2026-05-19 07:00:00,7.3,7.4,7.0,7.0,26700,ALV,2026-05-19
2026-05-19 07:00:00,27.55,28.5,27.5,27.5,3700,ANT,2026-05-19
2026-05-19 07:00:00,22.9,22.9,22.55,22.55,460900,ANV,2026-05-19
2026-05-19 07:00:00,48.3,48.3,47.1,47.1,12000,APF,2026-05-19
2026-05-19 07:00:00,4.8,4.92,4.8,4.87,241500,APG,2026-05-19
2026-05-19 07:00:00,5.92,6.01,5.85,5.85,220800,ASM,2026-05-19
2026-05-19 07:00:00,45.0,45.0,45.0,45.0,200,AVC,2026-05-19
2026-05-19 07:00:00,10.0,10.0,9.8,9.9,50200,AVG,2026-05-19
2026-05-19 07:00:00,11.2,11.4,11.2,11.3,3400,BAB,2026-05-19
2026-05-19 07:00:00,34.6,34.95,34.5,34.7,2145600,BAF,2026-05-19
2026-05-19 07:00:00,9.9,9.9,9.7,9.7,400,BBH,2026-05-19
2026-05-19 07:00:00,21.8,21.8,21.0,21.6,18500,BCA,2026-05-19
2026-05-19 07:00:00,57.0,57.2,54.0,54.0,1041800,BCM,2026-05-19
2026-05-19 07:00:00,29.0,29.0,29.0,29.0,1700,BHN,2026-05-19
2026-05-19 07:00:00,8.1,8.1,8.1,8.1,100,BHP,2026-05-19
2026-05-19 07:00:00,14.4,14.5,14.0,14.2,194900,BMS,2026-05-19
2026-05-19 07:00:00,4.6,4.6,4.6,4.6,500,BMV,2026-05-19
2026-05-19 07:00:00,11.5,11.5,11.5,11.5,100,BT1,2026-05-19
2026-05-19 07:00:00,2.5,2.5,2.5,2.5,600,BTN,2026-05-19
2026-05-19 07:00:00,8.39,8.4,8.37,8.37,22100,BTP,2026-05-19
2026-05-19 07:00:00,5.0,5.2,5.0,5.2,1100,BTS,2026-05-19
2026-05-19 07:00:00,16.4,16.4,16.4,16.4,100,BTU,2026-05-19
2026-05-19 07:00:00,13.0,15.0,13.0,15.0,1400,BVL,2026-05-19
2026-05-19 07:00:00,26.3,26.6,25.8,25.8,138000,BVS,2026-05-19
2026-05-19 07:00:00,18.5,19.0,18.5,19.0,1200,CCI,2026-05-19
2026-05-19 07:00:00,75.0,76.0,75.0,76.0,700,CCV,2026-05-19
2026-05-19 07:00:00,29.4,29.4,29.0,29.0,1700,CDN,2026-05-19
2026-05-19 07:00:00,13.1,13.2,13.1,13.1,2400,CDP,2026-05-19
2026-05-19 07:00:00,9.0,9.0,8.2,8.9,3300,CID,2026-05-19
2026-05-19 07:00:00,25.6,25.6,25.6,25.6,100,CKD,2026-05-19
2026-05-19 07:00:00,25.5,26.0,25.5,25.6,23500,CLI,2026-05-19
2026-05-19 07:00:00,14.8,14.8,14.8,14.8,27000,CLX,2026-05-19
2026-05-19 07:00:00,17.5,17.5,17.5,17.5,100,CMM,2026-05-19
2026-05-19 07:00:00,65.5,71.0,65.5,71.0,1000,CMN,2026-05-19
2026-05-19 07:00:00,31.0,31.1,31.0,31.0,16600,CQN,2026-05-19
2026-05-19 07:00:00,7.7,7.7,7.42,7.45,96400,CRE,2026-05-19
2026-05-19 07:00:00,14.2,14.4,14.1,14.4,9600,CSC,2026-05-19
2026-05-19 07:00:00,11.8,11.9,11.5,11.75,407200,CSM,2026-05-19
2026-05-19 07:00:00,13.3,13.5,13.3,13.4,17600,CST,2026-05-19
2026-05-19 07:00:00,26.7,26.7,26.15,26.2,261700,CSV,2026-05-19
2026-05-19 07:00:00,17.3,17.4,17.3,17.4,2400,CTB,2026-05-19
2026-05-19 07:00:00,36.55,36.8,35.5,35.8,15681600,CTG,2026-05-19
2026-05-19 07:00:00,21.35,21.4,20.95,21.3,358500,CTI,2026-05-19
2026-05-19 07:00:00,6.9,7.5,6.9,7.3,135100,CTP,2026-05-19
2026-05-19 07:00:00,88.2,93.4,88.2,93.4,1923700,CTR,2026-05-19
2026-05-19 07:00:00,27.5,28.7,27.5,28.7,800,CTW,2026-05-19
2026-05-19 07:00:00,5.4,5.4,5.3,5.3,21500,CTX,2026-05-19
2026-05-19 07:00:00,25.0,27.9,25.0,27.6,6700,CVT,2026-05-19
2026-05-19 07:00:00,33.6,33.7,33.45,33.5,45100,D2D,2026-05-19
2026-05-19 07:00:00,7.95,8.1,7.95,7.96,3800,DAT,2026-05-19
2026-05-19 07:00:00,22.3,22.45,22.25,22.25,1493200,DBC,2026-05-19
2026-05-19 07:00:00,51.0,51.0,50.0,50.2,32100,DBD,2026-05-19
2026-05-19 07:00:00,38.3,38.3,37.5,38.0,704400,DCL,2026-05-19
2026-05-19 07:00:00,51.6,51.8,49.8,49.9,2749000,DGC,2026-05-19
2026-05-19 07:00:00,41.95,42.8,41.45,41.9,1374300,DGW,2026-05-19
2026-05-19 07:00:00,46.9,47.9,46.9,47.0,39200,DHA,2026-05-19
2026-05-19 07:00:00,12.0,12.0,11.5,11.9,33900,DHB,2026-05-19
2026-05-19 07:00:00,28.8,28.8,28.8,28.8,1200,DHD,2026-05-19
2026-05-19 07:00:00,6.7,6.7,6.7,6.7,100,DHM,2026-05-19
2026-05-19 07:00:00,9.0,9.0,8.8,8.8,1100,DIH,2026-05-19
2026-05-19 07:00:00,2.7,2.71,2.66,2.67,746800,DLG,2026-05-19
2026-05-19 07:00:00,50.0,50.0,50.0,50.0,100,DNH,2026-05-19
2026-05-19 07:00:00,7.9,7.9,6.9,6.9,900,DPC,2026-05-19
2026-05-19 07:00:00,43.65,43.65,40.6,40.6,1687800,DPR,2026-05-19
2026-05-19 07:00:00,2.18,2.19,2.14,2.14,388000,DRH,2026-05-19
2026-05-19 07:00:00,14.8,14.8,13.9,14.1,1470500,DRI,2026-05-19
2026-05-19 07:00:00,13.1,13.4,12.85,12.85,22300,DSC,2026-05-19
2026-05-19 07:00:00,5.7,5.7,4.7,4.7,816000,DST,2026-05-19
2026-05-19 07:00:00,1.9,1.9,1.9,1.9,18400,DTI,2026-05-19
2026-05-19 07:00:00,11.5,11.5,11.1,11.1,3400,DTL,2026-05-19
2026-05-19 07:00:00,20.6,20.7,20.6,20.6,34700,DVN,2026-05-19
2026-05-19 07:00:00,3.7,3.9,3.7,3.9,25500,DXV,2026-05-19
2026-05-19 07:00:00,4.0,4.0,4.0,4.0,1000,E12,2026-05-19
2026-05-19 07:00:00,2.2,2.3,2.2,2.3,8500,EIN,2026-05-19
2026-05-19 07:00:00,16.2,16.6,16.15,16.55,622600,ELC,2026-05-19
2026-05-19 07:00:00,6.27,6.3,6.19,6.19,464000,EVG,2026-05-19
2026-05-19 07:00:00,4.6,4.7,4.6,4.6,202300,EVS,2026-05-19
2026-05-19 07:00:00,3.15,3.15,3.12,3.12,11000,FCM,2026-05-19
2026-05-19 07:00:00,13.0,13.05,12.8,12.85,371900,FCN,2026-05-19
2026-05-19 07:00:00,23.0,23.4,22.0,23.4,33700,FDC,2026-05-19
2026-05-19 07:00:00,134.0,135.5,132.7,132.7,398800,FRT,2026-05-19
2026-05-19 07:00:00,13.6,13.8,13.6,13.8,15600,GDA,2026-05-19
2026-05-19 07:00:00,121.1,124.9,119.7,121.3,1693100,GEE,2026-05-19
2026-05-19 07:00:00,27.1,27.25,27.1,27.2,28300,GHC,2026-05-19
2026-05-19 07:00:00,4.7,4.7,4.7,4.7,100,GMC,2026-05-19
2026-05-19 07:00:00,7.21,7.32,7.21,7.21,10200,GMH,2026-05-19
2026-05-19 07:00:00,1.9,1.9,1.9,1.9,3100,GPC,2026-05-19
2026-05-19 07:00:00,30.6,30.6,30.6,30.6,100,GSM,2026-05-19
2026-05-19 07:00:00,11.8,11.8,11.4,11.5,193000,GSP,2026-05-19
2026-05-19 07:00:00,9.0,9.7,9.0,9.7,2800,HAC,2026-05-19
2026-05-19 07:00:00,15.65,15.8,15.3,15.55,5809400,HAG,2026-05-19
2026-05-19 07:00:00,43.1,43.1,43.1,43.1,100,HAM,2026-05-19
2026-05-19 07:00:00,6.85,6.99,6.82,6.99,3600,HAP,2026-05-19
2026-05-19 07:00:00,7.9,7.9,7.82,7.9,7900,HCD,2026-05-19
2026-05-19 07:00:00,27.5,27.5,26.65,26.7,14045500,HDB,2026-05-19
2026-05-19 07:00:00,24.7,24.85,24.35,24.4,1132300,HDG,2026-05-19
2026-05-19 07:00:00,0.9,0.9,0.8,0.9,78600,HHG,2026-05-19
2026-05-19 07:00:00,4.85,4.85,4.49,4.58,429400,HID,2026-05-19
2026-05-19 07:00:00,10.0,10.0,8.4,8.4,15100,HIO,2026-05-19
2026-05-19 07:00:00,20.5,20.5,20.2,20.2,900,HKT,2026-05-19
2026-05-19 07:00:00,8.8,9.2,8.8,8.9,4900,HMR,2026-05-19
