symbol,date,volume,volume_rounded
HHG,2018-09-24 07:00:00,486198.6342397549,486199.0
HHG,2018-10-12 07:00:00,486198.6342397549,486199.0
HHG,2018-12-19 07:00:00,486198.6342397549,486199.0
HHG,2023-02-27 07:00:00,486198.6342397549,486199.0
HHG,2024-02-27 07:00:00,486198.6342397549,486199.0
HHG,2025-07-18 07:00:00,486198.6342397549,486199.0
HID,2020-04-22 07:00:00,637443.847728203,637444.0
HIO,2025-05-07 07:00:00,187694.29105691056,187694.0
HIO,2025-06-19 07:00:00,187694.29105691056,187694.0
HKT,2021-04-26 07:00:00,40429.52713661884,40430.0
HKT,2021-05-07 07:00:00,40429.52713661884,40430.0
HKT,2021-11-30 07:00:00,40429.52713661884,40430.0
HKT,2024-04-24 07:00:00,40429.52713661884,40430.0
HKT,2026-04-21 07:00:00,40429.52713661884,40430.0
HMR,2023-06-16 07:00:00,59684.35533980583,59684.0
HMR,2025-08-11 07:00:00,59684.35533980583,59684.0
HMS,2023-02-14 07:00:00,14793.489795918367,14793.0
HOT,2020-07-23 07:00:00,1322.0201048951049,1322.0
HOT,2022-08-29 07:00:00,1322.0201048951049,1322.0
HOT,2023-07-12 07:00:00,1322.0201048951049,1322.0
HPD,2022-04-19 07:00:00,8917.809134287661,8918.0
HPD,2024-12-18 07:00:00,8917.809134287661,8918.0
HPD,2025-07-10 07:00:00,8917.809134287661,8918.0
HPD,2025-10-07 07:00:00,8917.809134287661,8918.0
HPH,2021-12-17 07:00:00,1724.6241134751774,1725.0
HPM,2016-03-25 07:00:00,2280.3727272727274,2280.0
HPM,2017-01-03 07:00:00,2280.3727272727274,2280.0
HPM,2018-01-05 07:00:00,2280.3727272727274,2280.0
HPX,2021-01-28 07:00:00,2843778.053244592,2843778.0
HPX,2026-04-13 07:00:00,2843778.053244592,2843778.0
HSP,2021-05-26 07:00:00,2236.170132325142,2236.0
HSP,2026-02-05 07:00:00,2236.170132325142,2236.0
HT1,2018-10-12 07:00:00,1084257.6374903177,1084258.0
HT1,2022-10-12 07:00:00,1084257.6374903177,1084258.0
HT1,2024-01-15 07:00:00,1084257.6374903177,1084258.0
HT1,2024-05-07 07:00:00,1084257.6374903177,1084258.0
HT1,2024-09-05 07:00:00,1084257.6374903177,1084258.0
HTC,2017-12-15 07:00:00,8567.719966859984,8568.0
HTT,2017-09-15 07:00:00,416828.0795228628,416828.0
HTT,2019-07-09 07:00:00,416828.0795228628,416828.0
HTT,2024-11-01 07:00:00,416828.0795228628,416828.0
HU3,2015-11-05 07:00:00,12133.486940298508,12133.0
HU3,2019-01-31 07:00:00,12133.486940298508,12133.0
HU3,2021-10-05 07:00:00,12133.486940298508,12133.0
HU3,2023-01-04 07:00:00,12133.486940298508,12133.0
HU3,2024-08-02 07:00:00,12133.486940298508,12133.0
ICG,2017-02-24 07:00:00,31363.02398989899,31363.0
ICG,2020-05-11 07:00:00,31363.02398989899,31363.0
ICG,2025-05-22 07:00:00,31363.02398989899,31363.0
ICG,2025-12-15 07:00:00,31363.02398989899,31363.0
ICG,2026-02-13 07:00:00,31363.02398989899,31363.0
ICG,2026-03-12 07:00:00,31363.02398989899,31363.0
IDI,2016-06-13 07:00:00,4229732.785632404,4229733.0
IDI,2020-05-06 07:00:00,4229732.785632404,4229733.0
IDI,2022-01-10 07:00:00,4229732.785632404,4229733.0
IDI,2022-08-18 07:00:00,4229732.785632404,4229733.0
IDI,2022-10-18 07:00:00,4229732.785632404,4229733.0
IDI,2023-07-04 07:00:00,4229732.785632404,4229733.0
IDI,2024-09-16 07:00:00,4229732.785632404,4229733.0
IDV,2016-10-21 07:00:00,36277.54600241061,36278.0
IDV,2022-04-07 07:00:00,36277.54600241061,36278.0
IDV,2022-04-12 07:00:00,36277.54600241061,36278.0
IDV,2022-08-26 07:00:00,36277.54600241061,36278.0
IDV,2025-12-11 07:00:00,36277.54600241061,36278.0
IHK,2021-08-11 07:00:00,1782.9173913043478,1783.0
IJC,2016-06-13 07:00:00,3102649.4934705184,3102649.0
IJC,2016-09-19 07:00:00,3102649.4934705184,3102649.0
IJC,2021-09-09 07:00:00,3102649.4934705184,3102649.0
IJC,2023-03-28 07:00:00,3102649.4934705184,3102649.0
ILA,2021-05-27 07:00:00,154667.34977799703,154667.0
ILA,2021-06-10 07:00:00,154667.34977799703,154667.0
ILA,2022-10-31 07:00:00,154667.34977799703,154667.0
ILA,2023-10-02 07:00:00,154667.34977799703,154667.0
ILA,2024-04-19 07:00:00,154667.34977799703,154667.0
ILC,2020-08-05 07:00:00,5624.310599078341,5624.0
ILC,2025-07-25 07:00:00,5624.310599078341,5624.0
IME,2016-06-22 07:00:00,5595.232824427481,5595.0
IMP,2016-07-21 07:00:00,76893.20718654434,76893.0
IMP,2018-04-24 07:00:00,76893.20718654434,76893.0
IMP,2022-12-20 07:00:00,76893.20718654434,76893.0
IMP,2024-08-26 07:00:00,76893.20718654434,76893.0
IMP,2026-02-11 07:00:00,76893.20718654434,76893.0
ITD,2017-10-19 07:00:00,184242.83018867925,184243.0
ITD,2021-05-27 07:00:00,184242.83018867925,184243.0
JOS,2021-10-29 07:00:00,29771.19172932331,29771.0
JOS,2024-10-18 07:00:00,29771.19172932331,29771.0
JOS,2025-02-07 07:00:00,29771.19172932331,29771.0
JVC,2016-03-01 07:00:00,1347295.935483871,1347296.0
JVC,2018-11-21 07:00:00,1347295.935483871,1347296.0
JVC,2020-03-30 07:00:00,1347295.935483871,1347296.0
JVC,2020-08-27 07:00:00,1347295.935483871,1347296.0
JVC,2021-02-17 07:00:00,1347295.935483871,1347296.0
KDC,2017-03-15 07:00:00,1086951.8541748335,1086952.0
KDC,2017-12-12 07:00:00,1086951.8541748335,1086952.0
KDC,2019-05-30 07:00:00,1086951.8541748335,1086952.0
KDC,2019-07-08 07:00:00,1086951.8541748335,1086952.0
KDC,2020-11-03 07:00:00,1086951.8541748335,1086952.0
KDC,2021-04-02 07:00:00,1086951.8541748335,1086952.0
KDC,2021-08-02 07:00:00,1086951.8541748335,1086952.0
KDC,2023-06-06 07:00:00,1086951.8541748335,1086952.0
KDC,2024-10-03 07:00:00,1086951.8541748335,1086952.0
KGM,2022-06-14 07:00:00,44289.52215189873,44290.0
KGM,2024-03-22 07:00:00,44289.52215189873,44290.0
KMR,2017-02-24 07:00:00,275170.92649310874,275171.0
KMR,2018-02-12 07:00:00,275170.92649310874,275171.0
KMR,2018-04-24 07:00:00,275170.92649310874,275171.0
KMR,2020-10-28 07:00:00,275170.92649310874,275171.0
KMR,2022-07-20 07:00:00,275170.92649310874,275171.0
KMR,2023-09-07 07:00:00,275170.92649310874,275171.0
KMR,2023-12-12 07:00:00,275170.92649310874,275171.0
KSQ,2017-11-17 07:00:00,234748.36600544536,234748.0
KSQ,2017-12-01 07:00:00,234748.36600544536,234748.0
KSQ,2025-05-07 07:00:00,234748.36600544536,234748.0
KST,2018-01-24 07:00:00,3054.034897713598,3054.0
KTT,2019-04-10 07:00:00,24247.443470639788,24247.0
KTT,2022-07-19 07:00:00,24247.443470639788,24247.0
L14,2018-07-18 07:00:00,251603.1443298969,251603.0
L14,2019-04-08 07:00:00,251603.1443298969,251603.0
L14,2022-04-22 07:00:00,251603.1443298969,251603.0
L14,2022-08-15 07:00:00,251603.1443298969,251603.0
L14,2024-07-11 07:00:00,251603.1443298969,251603.0
L61,2018-04-10 07:00:00,6759.581227436823,6760.0
L61,2021-03-04 07:00:00,6759.581227436823,6760.0
L62,2021-07-12 07:00:00,24531.819773429455,24532.0
L62,2025-02-07 07:00:00,24531.819773429455,24532.0
LAI,2024-05-17 07:00:00,52332.48764769066,52332.0
LBM,2018-09-11 07:00:00,27008.565488565488,27009.0
LBM,2025-04-15 07:00:00,27008.565488565488,27009.0
LBM,2025-04-28 07:00:00,27008.565488565488,27009.0
LBM,2025-07-04 07:00:00,27008.565488565488,27009.0
LBM,2025-08-22 07:00:00,27008.565488565488,27009.0
LDP,2019-12-11 07:00:00,85671.61654135339,85672.0
LG9,2018-10-23 07:00:00,2693.2829912023462,2693.0
LG9,2022-08-15 07:00:00,2693.2829912023462,2693.0
LG9,2026-04-24 07:00:00,2693.2829912023462,2693.0
LHC,2015-12-25 07:00:00,31624.8822044594,31625.0
LHC,2018-05-24 07:00:00,31624.8822044594,31625.0
LHC,2020-05-19 07:00:00,31624.8822044594,31625.0
LMH,2018-12-24 07:00:00,1612173.2551271534,1612173.0
LMH,2019-02-19 07:00:00,1612173.2551271534,1612173.0
LMH,2019-02-21 07:00:00,1612173.2551271534,1612173.0
LSG,2025-07-04 07:00:00,99592.916496945,99593.0
MAC,2015-12-01 07:00:00,129541.45481798715,129541.0
MAC,2020-01-09 07:00:00,129541.45481798715,129541.0
MAC,2022-08-09 07:00:00,129541.45481798715,129541.0
MAC,2023-04-17 07:00:00,129541.45481798715,129541.0
MAC,2024-01-25 07:00:00,129541.45481798715,129541.0
MBB,2015-10-09 07:00:00,19598118.016685627,19598118.0
MBB,2024-01-29 07:00:00,19598118.016685627,19598118.0
MBT,2026-04-08 07:00:00,7233.475609756098,7233.0
MCC,2017-05-08 07:00:00,16037.420361247947,16037.0
MCC,2022-03-25 07:00:00,16037.420361247947,16037.0
MCF,2016-05-16 07:00:00,24895.162790697676,24895.0
MCF,2017-06-05 07:00:00,24895.162790697676,24895.0
MCF,2020-10-06 07:00:00,24895.162790697676,24895.0
MCF,2020-10-28 07:00:00,24895.162790697676,24895.0
MCF,2023-05-22 07:00:00,24895.162790697676,24895.0
MCF,2023-07-20 07:00:00,24895.162790697676,24895.0
MCG,2017-10-13 07:00:00,236910.5261106781,236911.0
MCG,2023-12-14 07:00:00,236910.5261106781,236911.0
MCG,2024-06-03 07:00:00,236910.5261106781,236911.0
MCM,2025-12-24 07:00:00,100125.92325056433,100126.0
MCO,2019-11-28 07:00:00,56212.47737355812,56212.0
MCO,2020-07-02 07:00:00,56212.47737355812,56212.0
MCO,2022-02-10 07:00:00,56212.47737355812,56212.0
MCO,2022-08-08 07:00:00,56212.47737355812,56212.0
MCO,2024-01-23 07:00:00,56212.47737355812,56212.0
MH3,2021-09-17 07:00:00,6349.159077109897,6349.0
MH3,2023-10-03 07:00:00,6349.159077109897,6349.0
MIC,2021-11-18 07:00:00,7628.328335832084,7628.0
MIC,2024-07-23 07:00:00,7628.328335832084,7628.0
