symbol,date,open,high,low,close,volume
VNX,2017-07-04 07:00:00,0.0,0.0,0.0,0.0,100.0
VNX,2017-08-23 07:00:00,0.0,0.0,0.0,0.0,100.0
VNX,2017-09-12 07:00:00,0.0,0.0,0.0,0.0,75.0
VNX,2018-03-13 07:00:00,0.0,0.0,0.0,0.0,100.0
VNX,2018-07-20 07:00:00,0.0,0.0,0.0,0.0,2000.0
VNX,2018-07-24 07:00:00,0.0,0.0,0.0,0.0,2.0
VNX,2018-07-27 07:00:00,0.0,0.0,0.0,0.0,1.0
VNX,2018-08-03 07:00:00,0.0,0.0,0.0,0.0,1.0
VNX,2018-08-16 07:00:00,0.0,0.0,0.0,0.0,97.0
VNX,2018-11-06 07:00:00,0.0,0.0,0.0,0.0,100.0
VNX,2019-03-22 07:00:00,0.0,0.0,0.0,0.0,100.0
VNX,2019-03-25 07:00:00,0.0,0.0,0.0,0.0,100.0
VNX,2019-03-26 07:00:00,0.0,0.0,0.0,0.0,100.0
VNX,2019-03-27 07:00:00,0.0,0.0,0.0,0.0,100.0
VNX,2019-03-28 07:00:00,0.0,0.0,0.0,0.0,100.0
VNX,2019-03-29 07:00:00,0.0,0.0,0.0,0.0,100.0
VNX,2019-04-01 07:00:00,0.0,0.0,0.0,0.0,100.0
VNX,2019-04-02 07:00:00,0.0,0.0,0.0,0.0,100.0
VNX,2019-04-03 07:00:00,0.0,0.0,0.0,0.0,100.0
VNX,2019-04-04 07:00:00,0.0,0.0,0.0,0.0,100.0
VNX,2019-04-05 07:00:00,0.0,0.0,0.0,0.0,100.0
