time,open,high,low,close,volume,symbol,target_date
2026-06-03 07:00:00,55.8,55.8,55.6,55.6,2000,ABT,2026-06-03
2026-06-03 07:00:00,24.9,26.2,24.9,26.0,60761100,ACB,2026-06-03
2026-06-03 07:00:00,12.05,12.35,11.65,12.35,1500,ACC,2026-06-03
2026-06-03 07:00:00,43.7,43.9,43.4,43.7,403300,ACV,2026-06-03
2026-06-03 07:00:00,10.3,10.4,10.25,10.4,40900,AFX,2026-06-03
2026-06-03 07:00:00,10.3,10.3,10.3,10.3,13400,AG1,2026-06-03
2026-06-03 07:00:00,11.9,11.95,11.75,11.95,156200,AGG,2026-06-03
2026-06-03 07:00:00,35.0,35.5,34.7,34.7,2200,AGP,2026-06-03
2026-06-03 07:00:00,6.8,6.9,6.8,6.9,900,ALV,2026-06-03
2026-06-03 07:00:00,26.6,26.6,25.1,25.9,5300,ANT,2026-06-03
2026-06-03 07:00:00,20.8,21.45,20.8,21.3,320800,ANV,2026-06-03
2026-06-03 07:00:00,45.0,45.0,44.1,44.2,6400,APF,2026-06-03
2026-06-03 07:00:00,4.5,4.54,4.43,4.51,87400,APG,2026-06-03
2026-06-03 07:00:00,4.1,4.2,4.1,4.1,4300,APP,2026-06-03
2026-06-03 07:00:00,5.87,6.03,5.87,5.99,356900,ASM,2026-06-03
2026-06-03 07:00:00,46.3,46.3,46.3,46.3,100,AVC,2026-06-03
2026-06-03 07:00:00,9.4,9.4,9.0,9.2,49900,AVG,2026-06-03
2026-06-03 07:00:00,11.0,11.2,11.0,11.2,13700,BAB,2026-06-03
2026-06-03 07:00:00,34.5,34.5,34.3,34.5,1564600,BAF,2026-06-03
2026-06-03 07:00:00,20.9,20.9,20.9,20.9,500,BCA,2026-06-03
2026-06-03 07:00:00,53.9,54.1,53.4,53.7,289900,BCM,2026-06-03
2026-06-03 07:00:00,29.0,29.0,29.0,29.0,100,BHN,2026-06-03
2026-06-03 07:00:00,5.7,5.7,5.7,5.7,100,BHP,2026-06-03
2026-06-03 07:00:00,8.7,9.3,8.3,8.6,4800,BLI,2026-06-03
2026-06-03 07:00:00,22.3,22.5,22.3,22.5,300,BLT,2026-06-03
2026-06-03 07:00:00,9.9,10.4,9.9,10.4,1200,BMJ,2026-06-03
2026-06-03 07:00:00,14.3,14.4,14.2,14.4,110900,BMS,2026-06-03
2026-06-03 07:00:00,14.3,17.5,14.2,17.5,500,BNW,2026-06-03
2026-06-03 07:00:00,8.38,8.38,8.3,8.36,23800,BTP,2026-06-03
2026-06-03 07:00:00,5.0,5.2,5.0,5.1,14700,BTS,2026-06-03
2026-06-03 07:00:00,25.5,25.9,25.2,25.6,240700,BVS,2026-06-03
2026-06-03 07:00:00,14.5,14.6,14.5,14.6,200,CCR,2026-06-03
2026-06-03 07:00:00,29.0,29.2,28.9,29.2,4200,CDN,2026-06-03
2026-06-03 07:00:00,12.7,12.7,12.7,12.7,4400,CDP,2026-06-03
2026-06-03 07:00:00,8.0,8.0,7.8,7.8,4300,CID,2026-06-03
2026-06-03 07:00:00,24.3,24.3,23.5,23.5,900,CKD,2026-06-03
2026-06-03 07:00:00,26.3,26.5,25.5,25.6,57900,CLI,2026-06-03
2026-06-03 07:00:00,73.5,73.5,73.5,73.5,1500,CLM,2026-06-03
2026-06-03 07:00:00,14.7,14.8,14.7,14.8,25000,CLX,2026-06-03
2026-06-03 07:00:00,27.6,27.6,20.4,20.4,300,CMM,2026-06-03
2026-06-03 07:00:00,88.8,88.8,81.5,82.0,19400,CMN,2026-06-03
2026-06-03 07:00:00,31.2,31.4,31.2,31.4,16200,CQN,2026-06-03
2026-06-03 07:00:00,7.85,7.9,7.69,7.9,410800,CRE,2026-06-03
2026-06-03 07:00:00,26.1,26.1,26.1,26.1,100,CRV,2026-06-03
2026-06-03 07:00:00,13.5,13.6,13.4,13.6,11100,CSC,2026-06-03
