time,open,high,low,close,volume,symbol,target_date
2026-05-27 07:00:00,12.65,12.65,12.65,12.65,100,ABR,2026-05-27
2026-05-27 07:00:00,56.1,56.4,56.1,56.4,2300,ABT,2026-05-27
2026-05-27 07:00:00,24.85,25.45,24.55,25.2,40506300,ACB,2026-05-27
2026-05-27 07:00:00,12.1,12.65,11.85,12.55,16900,ACC,2026-05-27
2026-05-27 07:00:00,13.0,13.9,12.65,12.65,2000,ACL,2026-05-27
2026-05-27 07:00:00,44.0,44.0,43.4,43.9,1195600,ACV,2026-05-27
2026-05-27 07:00:00,19.0,19.0,19.0,19.0,100,ADC,2026-05-27
2026-05-27 07:00:00,10.4,10.55,10.35,10.4,115000,AFX,2026-05-27
2026-05-27 07:00:00,10.3,10.3,10.3,10.3,8300,AG1,2026-05-27
2026-05-27 07:00:00,12.0,12.05,11.85,12.0,100800,AGG,2026-05-27
2026-05-27 07:00:00,35.56,35.65,33.59,34.84,3900,AGP,2026-05-27
2026-05-27 07:00:00,235.0,235.0,177.3,177.6,48400,AGX,2026-05-27
2026-05-27 07:00:00,7.2,7.3,7.1,7.3,4000,ALV,2026-05-27
2026-05-27 07:00:00,27.45,27.45,26.0,26.0,5800,ANT,2026-05-27
2026-05-27 07:00:00,22.3,22.3,22.0,22.1,294400,ANV,2026-05-27
2026-05-27 07:00:00,49.0,50.4,49.0,50.2,44100,APF,2026-05-27
2026-05-27 07:00:00,4.65,4.65,4.6,4.62,189300,APG,2026-05-27
2026-05-27 07:00:00,4.2,4.4,4.1,4.2,3900,APP,2026-05-27
2026-05-27 07:00:00,5.87,5.95,5.85,5.92,381800,ASM,2026-05-27
2026-05-27 07:00:00,44.0,44.0,44.0,44.0,800,AVC,2026-05-27
2026-05-27 07:00:00,9.7,9.8,9.6,9.7,39800,AVG,2026-05-27
2026-05-27 07:00:00,11.1,11.6,11.1,11.3,9000,BAB,2026-05-27
2026-05-27 07:00:00,34.5,34.7,34.45,34.65,1291500,BAF,2026-05-27
2026-05-27 07:00:00,21.4,21.4,21.0,21.0,1000,BCA,2026-05-27
2026-05-27 07:00:00,54.9,55.7,54.2,55.4,607000,BCM,2026-05-27
2026-05-27 07:00:00,9.3,9.3,9.3,9.3,1000,BCP,2026-05-27
